Universidad;Tipo Titulacion;Facultad;titulacion;Título;Autor;Año;URL;Archivo Abstract;Palabras Clave;Idioma Abstract;Categoria
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Un análisis de la brecha de género en el mercado laboral español para el periodo 1980-2021 y un modelo econométrico de la ocupación en el empleo público y privado con perspectiva de género = An analysis of the gender gap in the Spanish labour market for the period 1980-2021 and an econometric model of occupancy in public and private employment with a gender perspective;Martínez García, Julia;2022;https://buleria.unileon.es/handle/10612/15119;abstracts_uhu_TFG\Un_an_lisis_de_la_brecha_de_g__No disponible_85817039.txt;Mercado laboral, Diferencias por género, Discriminación, Brecha de género, Empleo;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Percepción y actitudes de los consumidores hacia las prácticas de sostenibilidad en el mundo editorial = Consumer perceptions and attitudes towards sustainability practices in the publishing industry;Cuesta González, Ana;2022;https://buleria.unileon.es/handle/10612/15135;abstracts_uhu_TFG\Percepci_n_y_actitudes_de_los__No disponible_36465900.txt;Sosteniblidad, Sellos ecológicos, Libros de segunda mano, Estategia de sostenibilidad;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Responsabilidad y sostenibilidad como estrategia comercial en el sector agroalimentario. Mercado de productos ecológicos = Responsibility and sustainability as a trade strategy in the agri-food sector. Organic products;García Pedroza, Beatriz;2022;https://buleria.unileon.es/handle/10612/15136;abstracts_uhu_TFG\Responsabilidad_y_sostenibilid_No disponible_90324799.txt;Too Good to Go, Sostenibilidad, Desperdicio alimentario, Agricultura ecológica, Salud alimentaria, Comportamiento del consumidor;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Comercio Internacional;"La relación de la cultura empresarial en el marketing. El caso de los ""fashion films"" = Corporate culture and its relation to marketing. The case of fashion films";García Pascual, Clara;2022;https://buleria.unileon.es/handle/10612/15139;abstracts_uhu_TFG\La_relaci_n_de_la_cultura_empr_No disponible_82713447.txt;Marketing, Cultura, Valores, Comunicación, Publicidad, Industria textil, Fashion films, Burberry, Moda, Cultura empresarial;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Comercio Internacional;Estafas piramidales y fraudes tipo esquema Ponzi. El caso de Safemoon = Pyramid schemes and Ponzi scheme frauds. The Safemoon case;Gavilanes Ormíguez, Adriana;2022;https://buleria.unileon.es/handle/10612/15140;abstracts_uhu_TFG\Estafas_piramidales_y_fraudes__No disponible_57895549.txt;Estafa piramidal, Fraude, Esquema Ponzi, Pirámide, Víctima, Criptomonedas;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Comercio Internacional;El acceso de las mujeres a puestos de alta dirección. El caso de Accenture = Women's access to senior management positions. The case of Accenture;González Álvarez, Marina;2022;https://buleria.unileon.es/handle/10612/15141;abstracts_uhu_TFG\El_acceso_de_las_mujeres_a_pue_No disponible_71368040.txt;Mujeres, Emprendimiento femenino, Barreras, Estereotipos, Estilo de dirección;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Comercio Internacional;La alimentación sostenible, clave para el futuro del planeta = Sustainable food, key for the future of the planet;Mirallas Abella, Victoria;2022;https://buleria.unileon.es/handle/10612/15143;abstracts_uhu_TFG\La_alimentaci_n_sostenible__cl_No disponible_94322579.txt;Sostenibilidad, ODS, Agenda 2030, Alimentación sostenible, Agricultura sostenible, Comportamiento del consumidor sostenible, Consumo responsable, Salud, Futuro, Planeta;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;El algodón orgánico y reciclado en el contexto del consumo textil responsable y sostenible = Organic and recycled cotton in the context of responsible and sustainable textile consumption;Dios Andrés, Julia de;2022;https://buleria.unileon.es/handle/10612/15144;abstracts_uhu_TFG\El_algod_n_org_nico_y_reciclad_No disponible_37434104.txt;Algodón orgánico, Algodón reciclado, Sostenibilidad, Industria textil, Economía circular;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;"Campañas de email marketing de inspiración ""Sueña Catai"" durante la nueva normalidad. El poder del brand content = ""Dream Catai"" inspirational email marketing campaigns during the new normality. The power of branded content";Domínguez López, Alba;2022;https://buleria.unileon.es/handle/10612/15145;abstracts_uhu_TFG\Campa_as_de_email_marketing_de_No disponible_60473785.txt;Digitalización, Marketing inspiracional, Email marketing, Branded content;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;El papel del marketing en la industria de las bebidas. Análisis de la kombucha como nuevo producto en el mercado. Caso práctico de la empresa Fuzz-Co = The role of marketing in the beverage industry. Analysis of kombucha as a new product on the market. Case study of the company Fuzz-Co;Estal Lorenzo, Marta del;2022;https://buleria.unileon.es/handle/10612/15146;abstracts_uhu_TFG\El_papel_del_marketing_en_la_i_No disponible_49785757.txt;Marketing agroalimentario, Covid-19, Comportamiento del consumidor, Bebidas, Refrescos, Saludables, kombucha, Fuzz-Co;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Economía;Compromiso en Pymes de la provincia de León con la protección de datos desde una perspectiva ética = Commitment of the SMEs in the province of León to data protection from an ethical approach;Ámez Rodríguez, Patricia;2022;https://buleria.unileon.es/handle/10612/15147;abstracts_uhu_TFG\Compromiso_en_Pymes_de_la_prov_No disponible_43965086.txt;Protección de datos, RGPD, Big data, Responsabilidad Social Corporativa, Ética empresarial, Estrategia empresarial;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Economía;Análisis de las estrategias de desarrollo del Grupo ACS desde sus orígenes hasta la actualidad = Analysis of the ACS Group's development strategiess from its origins to the present day;Atmane, Soufian;2022;https://buleria.unileon.es/handle/10612/15148;abstracts_uhu_TFG\An_lisis_de_las_estrategias_de_No disponible_60036731.txt;Estrategias corporativas, Direcciones de desarrollo, Métodos de desarrollo, Grupo ACS;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Nuevos tiempos para el mundo laboral. El teletrabajo y sus efectos sobre el bienestar laboral de los trabajadores;Fernández Martínez, Javier;2023;https://buleria.unileon.es/handle/10612/15831;abstracts_uhu_TFG\Nuevos_tiempos_para_el_mundo_l_No disponible_55138678.txt;Teletrabajo, Trabajo a distancia, Organización del trabajo, Bienestar Laboral;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Análisis económico-financiero del sector del automóvil. BMW versus Renault versus Volkswagen;Castro Dacosta, Kevin;2023;https://buleria.unileon.es/handle/10612/15832;abstracts_uhu_TFG\An_lisis_econ_mico-financiero__No disponible_45452088.txt;Análisis económico-financiero, Solvencia, Rentabilidad, Cuenta de pérdidas y ganancias, Ratio;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Análisis económico-financiero del sector aéreo. Lufthansa versus Air France-KLM versus Grupo IAG;Albes Gómez-Villaboa, Cristina;2023;https://buleria.unileon.es/handle/10612/15833;abstracts_uhu_TFG\An_lisis_econ_mico-financiero__No disponible_50662276.txt;Análisis económico-financiero, Sector aéreo, Cuentas anuales consolidadas, Solvencia, Liquidez, Rentabilidad;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Marketing e Investigación de Mercados;Consecuencias negativas de la red social Instagram en la salud mental de los consumidores.;García Sánchez, Andrea;2023;https://buleria.unileon.es/handle/10612/15852;abstracts_uhu_TFG\Consecuencias_negativas_de_la__No disponible_50365133.txt;Marketing, Redes sociales, Instagram, Influencers, Salud mental, Consecuencias negativas;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;El sector porcino en España. Análisis de la integración productiva como modelo de negocio;Turrado Bustamante, Antonio;2023;https://buleria.unileon.es/handle/10612/15853;abstracts_uhu_TFG\El_sector_porcino_en_Espa_a__A_No disponible_2116269.txt;Sector porcino, España, Sistema Integrado de Producción;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Administración y Dirección de Empresas;Impacto de la reforma laboral de 2021 en el mercado de trabajo español;González Rodríguez, Irene;2023;https://buleria.unileon.es/handle/10612/15854;abstracts_uhu_TFG\Impacto_de_la_reforma_laboral__No disponible_76366780.txt;Reforma laboral, Temporalidad, Precariedad, Modalidad contractual, Mercado laboral;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Economía;Teoría de juegos, bienes públicos globales y el Protocolo de Kyoto;Vidal Bouza, David;2023;https://buleria.unileon.es/handle/10612/17058;abstracts_uhu_TFG\Teor_a_de_juegos__bienes_p_bli_No disponible_72918432.txt;Teoría de Juegos, Juegos no-cooperativos con repetición, Bienes públicos globales, Free-riders, Protocolo de Kyoto;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Economía;Techo de cristal. Análisis de las barreras invisibles para la promoción de las mujeres en el ámbito laboral;Noriega Valle, Lucía;2023;https://buleria.unileon.es/handle/10612/17066;abstracts_uhu_TFG\Techo_de_cristal__An_lisis_de__No disponible_18454497.txt;Techo de cristal, Barrera, Promoción, Mercado laboral, Liderazgo;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;Impacto del género en el fracaso empresarial. Evidencia de empresas textiles españolas;Blanco Díez, Leticia;2023;https://buleria.unileon.es/handle/10612/17067;abstracts_uhu_TFG\Impacto_del_g_nero_en_el_fraca_No disponible_98074609.txt;Fracaso empresarial, Ratios contables, Zscore, Género, CEO, Regresión lineal múltiple;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Economía;El papel del petróleo en la economía de Noruega;Félix Fernández, Jesús Javier;2023;https://buleria.unileon.es/handle/10612/17068;abstracts_uhu_TFG\El_papel_del_petr_leo_en_la_ec_No disponible_85589905.txt;Noruega, Petróleo, Gas, Recursos Naturales;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Economía;Estrategias corporativas del Banco Santander y el BBVA. Un estudio de casos en la banca privada;Méndez Pérez, Laura;2023;https://buleria.unileon.es/handle/10612/17069;abstracts_uhu_TFG\Estrategias_corporativas_del_B_No disponible_84465509.txt;Estrategias corporativas, Direcciones de desarrollo, Métodos de desarrollo, Banco Santander, Banco BBVA;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;Impacto de la inflación en la valoración de la empresa Viscofán;Falguera Navarro, Andrea;2023;https://buleria.unileon.es/handle/10612/17070;abstracts_uhu_TFG\Impacto_de_la_inflaci_n_en_la__No disponible_9819077.txt;Inflación, Valoración de empresas, Descuento de flujos, Coste de capital, Viscofan;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Economía;Repensar la economía dentro de los límites del planeta. Una aproximación desde la economía ecológica;Lorenzo Jacinto, Reina Abigail;2023;https://buleria.unileon.es/handle/10612/17071;abstracts_uhu_TFG\Repensar_la_econom_a_dentro_de_No disponible_32274971.txt;Economía ecológica, Interrelación, Sostenibilidad, Socio-ecosistema, Decrecimiento, Economía de Rosquilla;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;La inversión socialmente responsable frente a la inversión en el vicio en el mercado estadounidense;García González, Fernando;2023;https://buleria.unileon.es/handle/10612/17072;abstracts_uhu_TFG\La_inversi_n_socialmente_respo_No disponible_93375723.txt;Fondos de inversión, Inversión Socialmente Responsable, VICEX, Eficiencia de mercado, Gestión activa;spa;Economía y Empresa
Universidad de Leon;TFG;Facultad de Ciencias Economicas y Empresariales;Grado en Finanzas;Evaluación del marco de Solvencia II y su aplicación en el sector de seguros;Montiel Castro, Jorge;2023;https://buleria.unileon.es/handle/10612/17073;abstracts_uhu_TFG\Evaluaci_n_del_marco_de_Solven_No disponible_55534560.txt;Solvencia, Entidades Aseguradoras, Gestión de Riesgos, Solvencia II, Finanzas;spa;Economía y Empresa
