Universidad;Tipo Titulacion;Facultad;titulacion;Título;Autor;Año;URL;Archivo Abstract;Palabras Clave;Idioma Abstract;Categoria
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Programa de educación a cuidadores principales de lactantes portadores de PEG;Jiménez Chiarri, Carlos;2017;https://repositorio.uam.es/handle/10486/680426;abstracts_uam_TFG\Programa_de_educaci_n_a_cuidad_2017_26300408.txt;"Lactantes; Gastrostomía endoscópica percutánea; Nutrición enteral domiciliaria; Cuidadores informales; Infant; Percutaneous endoscopic gastrostomy; Home enteral nutrition; Informal caregiver";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;La humanización de la asistencia en los servicios de urgencias;García García, Irene;2018;https://repositorio.uam.es/handle/10486/684868;abstracts_uam_TFG\La_humanizaci_n_de_la_asistenc_2018_8410842.txt;"Humanización; Servicios de urgencia; Satisfacción del paciente; Cuidado centrado en la persona; Relación profesional-paciente; Humanization; Emergency department; Patient satisfaction; Person-centered care; Professional-patient relations";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Enfermería y reacciones adversas a medicamentos: un rol emergente;Garavito Acebes, Patricia;2018;https://repositorio.uam.es/handle/10486/684859;abstracts_uam_TFG\Enfermer_a_y_reacciones_advers_2018_17278401.txt;"Enfermeras; Reacciones adversas a medicamentos; Nurses; Drug-Related Side Effects and Adverse Reactions; Adverse Drug Reaction; Reporting Systems; Report";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Burnout y participación de las tutoras clínicas españolas en el aprendizaje de los estudiantes de enfermería. Proyecto de investigación;González Fuentes, Zaira;2018;https://repositorio.uam.es/handle/10486/684875;abstracts_uam_TFG\Burnout_y_participaci_n_de_las_2018_77035995.txt;"Agotamiento profesional; Tutoría; Participación; Educación en enfermería; Prácticas clínicas; Burnout Professional; Mentoring; Participation; Nursing education; Clinical clerkship";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Efectos de la terapia hortícola en la salud física, mental y social de las personas.Una revisión narrativa.;Herrero Solana, Victor Omar;2018;https://repositorio.uam.es/handle/10486/684889;abstracts_uam_TFG\Efectos_de_la_terapia_hort_col_2018_3057643.txt;"Terapia hortícola; Horticultura terapéutica; Jardinería; Horticultura; Salud; Bienestar; Horticultural therapy; Therapeutic horticulture; Gardening; Horticulture; Health; Well-being";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Disforia de género en niños y adolescentes;González Gómez, Andrea;2018;https://repositorio.uam.es/handle/10486/684876;abstracts_uam_TFG\Disforia_de_g_nero_en_ni_os_y__2018_15023791.txt;"Disforia de género; Transgénero; Transexualismo; Identidad de género; Niño; Adolescente; Familia; Cuidados de salud; Barreras en el cuidado; Gender dysphoria; Transgender; Transsexualism; Gender identity; Child; Adolescent; Family; Healthcare; Barriers in care";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Fármacos y papel de la enfermería en el dopaje deportivo;Orejas Romero, Paula;2018;https://repositorio.uam.es/handle/10486/685036;abstracts_uam_TFG\F_rmacos_y_papel_de_la_enferme_2018_79620543.txt;"Dopaje; Prevención; Deporte; Recogida de muestras; Sustancias; Métodos; Doping; Prevention; Sport; Sample collection; Substances; Methods";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Una respuesta para los cuidadores de personas con la enfermedad de Alzheimer;Pérez Álvarez, Itziar;2018;https://repositorio.uam.es/handle/10486/685035;abstracts_uam_TFG\Una_respuesta_para_los_cuidado_2018_37135737.txt;"Alzheimer; Demencia; Cuidador familiar; Necesidades y/o demandas de salud; Evaluación de necesidades; Alzheimer; Dementia; Family caregiver; Health services needs and demands; Needs assessment";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;El cuidado espiritual de los pacientes en el proceso de aceptación de la muerte;López – Seoane Puente, Beatriz;2017;https://repositorio.uam.es/handle/10486/680664;abstracts_uam_TFG\El_cuidado_espiritual_de_los_p_2017_55836003.txt;"Actitud frente a la muerte; Espiritualidad; Muerte; Atención de Enfermería; Procesos de enfermería; Attitude to Death; Spirituality; Death; Nursing Care; Nursing Process";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Conocimientos, prácticas, actitudes y percepciones de riesgo frente al VIH y SIDA en estudiantes de enfermería de la Universidad Autónoma de Madrid;Racionero Moreno, Elena;2017;https://repositorio.uam.es/handle/10486/680673;abstracts_uam_TFG\Conocimientos__pr_cticas__acti_2017_2072619.txt;"VIH; SIDA; Conocimientos; Prácticas; Actitudes; Adolescentes; Adulto joven; HIV; AIDS; knowledge; Practices; Attitudes; Teenagers; Young adult";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Proyecto de educación para la salud: Enseñanza a padres de niños en edad escolar para el consumo responsable de alimentos ultraprocesados;Pérez Villanueva, Nuria;2020;https://repositorio.uam.es/handle/10486/691507;abstracts_uam_TFG\Proyecto_de_educaci_n_para_la__2020_73877375.txt;"Educación para la salud; Obesidad; Ultraprocesado; Alimentación saludable; Infantes; Health education program; Obesity; Ultra-processed food; Healthy food; Childhood";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Triage en urgencias y emergencias hospitalarias: revisión de los principales sistemas de triage internacionales.;Estebaranz Santamaría, Cristina;2014;https://repositorio.uam.es/handle/10486/671786;abstracts_uam_TFG\Triage_en_urgencias_y_emergenc_2014_84094474.txt;"Triage; Urgencias; Hospital; Calidad; Signos; Síntomas; Triage; Emergency; Nursing; Hospital; Quality; Signs and Symptoms";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Conocimientos, barreras y actitudes de los profesionales de atención primaria de salud frente a la violencia de género;González Sánchez, Lucía;2020;https://repositorio.uam.es/handle/10486/691494;abstracts_uam_TFG\Conocimientos__barreras_y_acti_2020_23621607.txt;"Maltrato; Violencia de género; Atención primaria; Gender-based violence; Domestic violence; Intimate partner violence; Primary health care";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;El papel de la enfermería en la detección y prevención del suicidio penitenciario: Una revisión narrativa;García Fontanet, Laura;2020;https://repositorio.uam.es/handle/10486/691489;abstracts_uam_TFG\El_papel_de_la_enfermer_a_en_l_2020_94104599.txt;"Suicidio; Prisioneros/Reclusos; Factores de riesgo; Suicidio penitenciario; Enfermería penitenciaria; Suicide; Prisoners/Inmates; Risk factors; Prison suicide; Prison nursing";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Intervenciones sobre atención de salud al colectivo LGTB+ en el contexto europeo. Una revisión narrativa;Hernández García, Ana;2020;https://repositorio.uam.es/handle/10486/691495;abstracts_uam_TFG\Intervenciones_sobre_atenci_n__2020_42453054.txt;"Intervenciones; Minorías sexuales y de género; Atención de salud; Revisión narrativa; Europa; Interventions; Sexual and gender minorities; Health care; Narrative Review; Europe";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Experiencias y vivencias de la sexualidad en las personas mayores;Heras Barrero, Daniel;2020;https://repositorio.uam.es/handle/10486/691493;abstracts_uam_TFG\Experiencias_y_vivencias_de_la_2020_85068584.txt;"Sexualidad; Personas mayores; Envejecimiento; Vivencias/experiencias; Comportamiento sexual; Sexuality; Aging; Aged; Sexual behaviour; Experiences; Sexual satisfaction";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Burnout y carga familiar en enfermeras de urgencias de la Comunidad de Madrid;Quiles Calatayud, Mario;2015;https://repositorio.uam.es/handle/10486/672247;abstracts_uam_TFG\Burnout_y_carga_familiar_en_en_2015_17108378.txt;"Burnout; Carga familiar; Maslach Burnout Inventory; Family burden; Nursing";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Programa de educación sexual para adolescentes diseñado para enfermería;Navas Jiménez, Beatriz;2016;https://repositorio.uam.es/handle/10486/676252;abstracts_uam_TFG\Programa_de_educaci_n_sexual_p_2016_72234201.txt;"Sexualidad; Educación sexual; Adolescente; Salud sexual; Sexuality; Sex education; Adolescent; Sexual health";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Proyecto de Educación para la Salud: Mi nueva vida en camino;Vaquero Alonso, Tamara;2016;https://repositorio.uam.es/handle/10486/674216;abstracts_uam_TFG\Proyecto_de_Educaci_n_para_la__2016_31492911.txt;"Adolescencia; Embarazo";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Las aplicaciones móviles de salud como herramientas de apoyo a la autogestión de cuidados del paciente crónico;Rey Iborra, Cristina;2019;https://repositorio.uam.es/handle/10486/687937;abstracts_uam_TFG\Las_aplicaciones_m_viles_de_sa_2019_36746285.txt;"Enfermedad crónica; Aplicaciones móviles; Manejo de la enfermedad; Autocuidado; Telemedicina; Apps de salud; Chronic disease; Mobile applications; Disease management; Self-care; Self-management; Telemedicine; Health apps";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Cuidados a la persona con trastornos del sueño asociados a ICTUS;Seisdedos Rodríguez, Miren;2019;https://repositorio.uam.es/handle/10486/687952;abstracts_uam_TFG\Cuidados_a_la_persona_con_tras_2019_87262295.txt;"Ictus; Trastornos del sueño; Cuidados de enfermería; Stroke; Sleep disorders; Nursing care";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Programa de educación para la salud sobre conductas saludables de sueño dirigido a niños en edad escolar;Sandín Rodríguez, Alba;2019;https://repositorio.uam.es/handle/10486/687948;abstracts_uam_TFG\Programa_de_educaci_n_para_la__2019_85957756.txt;"Privación de sueño; Niño; Higiene del sueño; Rol de la enfermera; Educación en salud; Promoción de la salud; Prevención primaria; Sleep deprivation; Child; Sleep hygiene; Education; Nurse’s role; Health education; Health promotion; Primary prevention";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Seguridad del paciente y del profesional de enfermería en el servicio de urgencias hospitalarias (SUH);Aguado Arellano, María;2019;https://repositorio.uam.es/handle/10486/687831;abstracts_uam_TFG\Seguridad_del_paciente_y_del_p_2019_56585597.txt;"Seguridad del paciente; profesional de enfermería; urgencias; Síndrome de Burnout; Patient safety; nursing professional; Emergency; Burnout syndrome";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Uso de probióticos, prebióticos y simbióticos para la prevención de neumonía asociada a ventilación mecánica: Revisión narrativa;Ramos Pérez, María Teresa;2019;https://repositorio.uam.es/handle/10486/687932;abstracts_uam_TFG\Uso_de_probi_ticos__prebi_tico_2019_30757402.txt;"Neumonía; Ventilación mecánica; probióticos; Prebióticos; Simbióticos; Prevención; NAVM; Pneumonia; Mechanical ventilation; Probiotics; Prebiotics; Symbiotics; Prevention; VAP";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Intervenciones de la enfermera escolar para la prevención del consumo de alcohol y tabaco en adolescentes;Barona Cárdenas, Antonio;2019;https://repositorio.uam.es/handle/10486/687835;abstracts_uam_TFG\Intervenciones_de_la_enfermera_2019_29229452.txt;"Enfermería escolar; Educación para la salud; Alcohol; Tabaco; Adolescente; School nursing; Health education; Alcohol; Tobacco; Adolescent";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Biomarcadores salivales como indicadores del dolor;Torres Sánchez, Yajaira Lisseth;2019;https://repositorio.uam.es/handle/10486/688722;abstracts_uam_TFG\Biomarcadores_salivales_como_i_2019_70879924.txt;"Biomarcadores; Dolor; Escalas; Valoración; Saliva; Biomarkers; Pain; Scales; Assessment; Salivary";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;El ejercicio físico como manejo no farmacológico del síndrome de ovarios poliquísticos;Fernández Alegre, María;2019;https://repositorio.uam.es/handle/10486/687872;abstracts_uam_TFG\El_ejercicio_f_sico_como_manej_2019_96333463.txt;"Síndrome de ovarios poliquísticos; Ejercicio físico; Actividad física; Deporte; Polycystic ovarian syndrome; Exercise; Physical activity; Sport";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;El rol enfermero ante la mutilación genital femenina;García Sánchez, Carolina;2019;https://repositorio.uam.es/handle/10486/687879;abstracts_uam_TFG\El_rol_enfermero_ante_la_mutil_2019_77238633.txt;"Circuncisión femenina; Mutilación genital femenina; enfermería y cuidado; Female circumcision; Female genital mutilation; Nursing and care";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Conocimientos y actitudes del profesional enfermero sobre las voluntades anticipadas;Galdón Garre, Elena;2019;https://repositorio.uam.es/handle/10486/687875;abstracts_uam_TFG\Conocimientos_y_actitudes_del__2019_27761842.txt;"Conocimiento; Actitudes; Voluntades anticipadas; Testamento vital; Knowledge; Attitude; Advance directives; Living wills";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Influencia de los estereotipos de género en los hombres profesionales de enfermería;Lázaro Smerdou, Sara;2018;https://repositorio.uam.es/handle/10486/685191;abstracts_uam_TFG\Influencia_de_los_estereotipos_2018_17460263.txt;"Enfermera(o); Género; Rol de género; Estereotipo de género; Hombre; Nurse; Male; Nursing; Sex factors; Gender identity; Stereotypes";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;La violencia obstétrica;Fuente Martín, Paula de la;2018;https://repositorio.uam.es/handle/10486/684858;abstracts_uam_TFG\La_violencia_obst_trica_2018_27210138.txt;"Violencia obstétrica; Mujer";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Proyecto de educación para la salud: Manejo de la incontinencia urinaria en la mujer con menopausia.;Velázquez Sastre, Yulieski;2018;https://repositorio.uam.es/handle/10486/685187;abstracts_uam_TFG\Proyecto_de_educaci_n_para_la__2018_97539271.txt;"Disfunciones del suelo pélvico; Incontinencia urinaria; Calidad de vida; Educación para la salud; Menopausia; Dysfunction of the pelvic floor; Urinary incontinence and quality of life; Education for health; Menopause";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Intervención enfermera para estudio de factores de adherencia en pacientes con obesidad;Velasco Roales-Nieto, Gonzalo;2018;https://repositorio.uam.es/handle/10486/685185;abstracts_uam_TFG\Intervenci_n_enfermera_para_es_2018_7152587.txt;"Factores de adherencia; Intervención enfermera; Hábitos alimentarios; Actividad física; Terapia grupal; Obesidad; Adherence factors; Nurse intervention; Eating habits; Physical activity; Group therapy; Obesity";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;La depresión en los pacientes con diagnóstico de VIH/SIDA: Revisión narrativa;Sanz Elvira, Alberto;2019;https://repositorio.uam.es/handle/10486/687950;abstracts_uam_TFG\La_depresi_n_en_los_pacientes__2019_85551247.txt;"VIH; SIDA; Trastorno depresivo; Prevención; Control; HIV; AIDS; Depressive disorder; Prevention";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Consecuencias de la dieta vegana en adolescentes;Pradillo Garrido, Laura;2019;https://repositorio.uam.es/handle/10486/687928;abstracts_uam_TFG\Consecuencias_de_la_dieta_vega_2019_21149791.txt;"Adolescencia; Dietas veganas; Riesgo; Conocimiento; Adolescence; Vegan diets; Risk; knowledge";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Disfagia orofaríngea en personas mayores con demencia degenerativa;Sanz López-Tello, Belén;2019;https://repositorio.uam.es/handle/10486/687951;abstracts_uam_TFG\Disfagia_orofar_ngea_en_person_2019_54716370.txt;"Disfagia orofaríngea; Demencia; Atención de enfermería; Personas mayores; Deglutition disorders; Dementia; Nursing care; Aged";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Trasplante de microbiota fecal, una alternativa terapéutica en la infección por Clostridium Difficile;Rivera Arévalo, Piedad;2019;https://repositorio.uam.es/handle/10486/687939;abstracts_uam_TFG\Trasplante_de_microbiota_fecal_2019_28632732.txt;"Trasplante de microbiota fecal; Trasplante fecal; Infección por Clostridium Difficile; Clostridium Difficile; Cuidados enfermeros; Fecal Microbiota Transplant; Fecal Transplant; Clostridium Difficile Infection; Clostridium Difficile; Nursing Care; Nursing";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Relación entre microbiota intestinal, salud y alimentación en recién nacidos;Muñoz Vázquez, María;2019;https://repositorio.uam.es/handle/10486/687917;abstracts_uam_TFG\Relaci_n_entre_microbiota_inte_2019_98411352.txt;"Microbiota intestinal; Alimentación; Lactancia; Recién nacido; Salud; Gut microbiota; Nutrition; Feeding; Newborn; Health";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Enfermera especialista en epilepsia: estándares de práctica clínica, intervenciones y resultados en salud;Pérez-Arrebola Gómez, Laura;2019;https://repositorio.uam.es/handle/10486/687910;abstracts_uam_TFG\Enfermera_especialista_en_epil_2019_18112051.txt;"Enfermera especialista en epilepsia (ESN); Enfermera de práctica avanzada (EPA); Personas con epilepsia (PWE) y competencias; Epilepsy specialist nurse (ESN); Advanced practice nurse; People with epilepsy (PWE) and competences";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;La educación socio-emocional: ¿una necesidad para la salud mental de los adolescentes españoles?;Morales Calvo, Indira;2019;https://repositorio.uam.es/handle/10486/687915;abstracts_uam_TFG\La_educaci_n_socio-emocional___2019_41363894.txt;"Aprendizaje socio-emocional; Inteligencia emocional; Depresión; Ansiedad; Adolescente; Social-emotional learning; Emotional intelligence; Depression; Anxiety; Adolescent";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Envejecimiento activo en las personas con síndrome de Down;Morales Albarrán, Fátima;2019;https://repositorio.uam.es/handle/10486/687913;abstracts_uam_TFG\Envejecimiento_activo_en_las_p_2019_3150195.txt;"Síndrome de Down; Envejecimiento; Envejecimiento activo; Down syndrome; Aging; Active aging";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Intervención enfermera en el cumplimiento terapéutico de los trasplantes;Rico Fuentes, Marina;2019;https://repositorio.uam.es/handle/10486/687938;abstracts_uam_TFG\Intervenci_n_enfermera_en_el_c_2019_96577981.txt;"Adherencia; Trasplante; Adherence; Transplant";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Importancia de los cuidados durante la gestación en la preeclampsia;Bermejo Rodríguez, Mireya;2017;https://repositorio.uam.es/handle/10486/680413;abstracts_uam_TFG\Importancia_de_los_cuidados_du_2017_35734239.txt;"Preeclampsia; cuidados de enfermería; Atención prenatal; Nursing care; Prenatal care";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Ajuste psicológico en hermanos sanos de niños con discapacidad intelectual: parálisis cerebral. Revisión narrativa;Fernández Bermejo, Juncal;2017;https://repositorio.uam.es/handle/10486/680304;abstracts_uam_TFG\Ajuste_psicol_gico_en_hermanos_2017_89123852.txt;"Cuidados enfermeros; Hermanos; Parálisis cerebral; Discapacidad intelectual; Niños discapacitados; Emociones; Percepciones y necesidades; nursing care; siblings; cerebral palsy; intellectual disability; disabled children; emotions; perceptions and needs assesment";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;El impacto del trastorno límite de la personalidad en la familia y la influencia del cuidado enfermero;Medina Corró, Patricia;2017;https://repositorio.uam.es/handle/10486/680302;abstracts_uam_TFG\El_impacto_del_trastorno_l_mit_2017_63637150.txt;"Trastorno de la personalidad limítrofe; Relaciones familiares; Cuidadores; Emociones; Atención de enfermería; Enfermería familiar; Borderline personality disorder; Family relations; Caregivers; Emotions; Nursing care; Family nursing";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Eficacia de una intervención formativa de comunicación terapéutica en urgencias pediátricas hospitalarias;Moya Martinez, Nuria;2017;https://repositorio.uam.es/handle/10486/680679;abstracts_uam_TFG\Eficacia_de_una_intervenci_n_f_2017_50639668.txt;"Enfermería pediátrica; Enfermería de urgencia; Niño; Familia; Comunicación; Relaciones enfermero-paciente; Educación continua en enfermería; Investigación en evaluación de enfermería; Pediatric nursing; Emergency nursing; Child; Family; Communication; Nurse-patient relations; Continuing nursing education; Nursing evaluation research";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Tecnologias de educacion para la salud y apoyo en la autogestion de diabetes tipo 1 en niños y adolescentes;Nieto Ayala, Jessica Alejandra;2017;https://repositorio.uam.es/handle/10486/680677;abstracts_uam_TFG\Tecnologias_de_educacion_para__2017_42458993.txt;"Diabetes mellitus tipo 1; Niño; Adolescente; Educación para la salud; Nuevas tecnologías; Autogestión; Diabetes Mellitus, type 1; Child; Adolescent; Health education; New technologies; Self-Management";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Práctica de mindfulnes en trastornos de la conducta alimentaria a partir de un programa de educación para la salud;Muñoz Carriazo, Irene;2017;https://repositorio.uam.es/handle/10486/680680;abstracts_uam_TFG\Pr_ctica_de_mindfulnes_en_tras_2017_75905828.txt;"Anorexia nerviosa; Bulimia nerviosa; Trastorno de la conducta alimentaria; meditación; autoestima; autoconcepto; programa educativo; Anorexia nervosa; Bulimia nervosa; Eating behaviour disorder; Mindfulness; Meditation; Self-esteem; Self-awareness and educational program";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;El papel de la enfermera en la educación afectivo-sexual de los adolescentes;Bustos Benayas, Clara;2017;https://repositorio.uam.es/handle/10486/680312;abstracts_uam_TFG\El_papel_de_la_enfermera_en_la_2017_96105911.txt;"Educación afectivo-sexual; Rol; Adolescencia; Sex education; Affective; nursing role/nurses´ role; Adolescence";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;La influencia de los planes de cuidados enfermeros en la seguridad del paciente anticoagulado. Proyecto de investigación;Pablo Morante, Cristina de;2017;https://repositorio.uam.es/handle/10486/680305;abstracts_uam_TFG\La_influencia_de_los_planes_de_2017_50532020.txt;"Anticoagulantes; Plan de cuidados enfermero; Seguridad del paciente; Anticoagulant drugs; Nursing care plan; Patient safety";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Experiencias de la atención enfermera a mujeres sordas en el periodo reproductivo;Sánchez Díaz, Beatriz;2020;https://repositorio.uam.es/handle/10486/691512;abstracts_uam_TFG\Experiencias_de_la_atenci_n_en_2020_53782387.txt;"Mujeres sordas; Embarazo; Parto; Puerperio; Relación terapéutica; Deaf women; Pregnancy; Childbirth; Postpartum period; Nurse-patient relation";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Revisión narrativa: gestación y fibromialgia;Garcés Fernández, Marta;2017;https://repositorio.uam.es/handle/10486/680300;abstracts_uam_TFG\Revisi_n_narrativa__gestaci_n__2017_24462022.txt;"Fibromialgia; Embarazo; Oxitocina; Dolor crónico; Terapia de drogas; Roll de la enfermera; Fibromyalgia; Pregnancy; Pregnant women; Oxytocin; Chronic pain; Drug therapy; Nurse’s role";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Eficacia de la intervención Mindfulness para el control de los síntomas de estrés, ansiedad y depresión, asociados a las enfermedades crónicas de mayor prevalencia en el adulto;Corral San Martín, Paula de;2017;https://repositorio.uam.es/handle/10486/680308;abstracts_uam_TFG\Eficacia_de_la_intervenci_n_Mi_2017_20193378.txt;"Enfermedades físicas crónicas; Mindfulness; Ansiedad; Estrés; Síntomas de depresión; Long- term physical conditions; Anxiety; Stress; Depression symptoms";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Influencia del estado nutricional en la prevención y evolución del cáncer de mama;Ramiro Armuña, Irene;2017;https://repositorio.uam.es/handle/10486/680661;abstracts_uam_TFG\Influencia_del_estado_nutricio_2017_81689789.txt;"Cuidados nutricionales; Cáncer de mama; Estado nutricional; Nutrition; Care and breast cancer";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Cómo cuidar a quien cuida: Experiencias e intervenciones con personas cuidadoras;Romagosa Arjona, Elena;2018;https://repositorio.uam.es/handle/10486/685154;abstracts_uam_TFG\C_mo_cuidar_a_quien_cuida__Exp_2018_55558070.txt;"Cuidadores; Dependencia; Calidad de vida; Desgaste por empatía; Caregiver; Dependency; Quality of life; Compassion fatigue";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Atención de enfermería a las mujeres y parejas en tratamiento con técnicas de reproducción asistida.;Salazar López, Patricia;2018;https://repositorio.uam.es/handle/10486/685163;abstracts_uam_TFG\Atenci_n_de_enfermer_a_a_las_m_2018_24308337.txt;"Cuidado de enfermería; Rol de enfermería; Técnicas de reproducción asistida; Infertilidad; Educación para la salud; Psicoterapia; Nursing care; Nurses role; Assisted reproductive tecniques; Infertility; Health education; Psychotherapy";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Síndrome de fibromialgia juvenil;Rojo París, Raquel;2018;https://repositorio.uam.es/handle/10486/685153;abstracts_uam_TFG\S_ndrome_de_fibromialgia_juven_2018_5059882.txt;"Fibromialgia Juvenil; Dolor crónico; Terapias cognitivo-conductuales; Juvenile fibromyalgia; Chronic pain; Cognitive-behavioral therapies";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Conviviendo en un contexto de violencia de pareja: Consecuencias para los menores;Puerta Macfarland, Laura Andrea;2018;https://repositorio.uam.es/handle/10486/685140;abstracts_uam_TFG\Conviviendo_en_un_contexto_de__2018_78077082.txt;"Violencia de pareja; Menores; Primera infancia; Adolescencia; Desarrollo; Vínculo; Intimate partner violence; Minors; Early childhood; Adolescents; Development; Attachment";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Papel de enfermería en la limitación de terapias de soporte vital en pediatría;López Collado, Irene;2017;https://repositorio.uam.es/handle/10486/680662;abstracts_uam_TFG\Papel_de_enfermer_a_en_la_limi_2017_53298375.txt;"Limitación de las terapias de soporte vital; Pediatría; Toma de decisiones; Cuidados paliativos; Atención familiar; Limitation of life support therapies; Pediatrics; Decision making; Palliative care; Family care";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Pacto de silencio: perspectivas culturales de la revelación de la verdad al paciente en estado terminal;Palomar Catena, Laura;2016;https://repositorio.uam.es/handle/10486/674639;abstracts_uam_TFG\Pacto_de_silencio__perspectiva_2016_79329524.txt;"Pacto de silencio; Revelación de la verdad; Enfermedad terminal; Cuidados paliativos; Preferencia del paciente; Familia; Pact of silence; Disclosure; Terminal illness; Palliative care; Patient preference; Family";spa;Enfermería
